 CONF#          G (xTB)          ΔG (xTB)          E (DFT)           ΔGsolv         GmRRHO           Gtot             ΔGtot          Boltzmann weight   
                  [Eh]          [kcal/mol]           [Eh]             [Eh]           [Eh]            [Eh]           [kcal/mol]        % at 298.15 K     
CONF994        -65.025590          ---           -2932.463299       -0.010155        ---         -2932.473454          2.58                0.20         
CONF996        -65.025542          ---           -2932.459962       -0.009444        ---         -2932.469406          5.12                0.00         
CONF1000       -65.025521          ---           -2932.460182       -0.008404        ---         -2932.468586          5.64                0.00         
CONF1013       -65.025499          ---           -2932.461688       -0.009089        ---         -2932.470777          4.26                0.01         
CONF1014       -65.025499          ---           -2932.461828       -0.009106        ---         -2932.470934          4.17                0.01         
CONF1017       -65.025486          ---           -2932.460929       -0.010201        ---         -2932.471130          4.04                0.02         
CONF1019       -65.025488          ---           -2932.460827       -0.009700        ---         -2932.470527          4.42                0.01         
CONF1028       -65.025466          ---           -2932.458148       -0.008025        ---         -2932.466173          7.15                0.00         
CONF1029       -65.025464          ---           -2932.466590       -0.007679        ---         -2932.474269          2.07                0.47         
CONF1030       -65.025461          ---           -2932.459907       -0.010590        ---         -2932.470497          4.44                0.01         
CONF1031       -65.025455          ---           -2932.463008       -0.007633        ---         -2932.470642          4.35                0.01         
CONF1037       -65.025453          ---           -2932.460579       -0.010407        ---         -2932.470986          4.13                0.01         
CONF1038       -65.025445          ---           -2932.462859       -0.007675        ---         -2932.470534          4.42                0.01         
CONF1039       -65.025440          ---           -2932.461361       -0.007740        ---         -2932.469101          5.32                0.00         
CONF1054       -65.025416          ---           -2932.465842       -0.009210        ---         -2932.475053          1.58                1.08         
CONF1056       -65.025460          ---           -2932.460428       -0.009180        ---         -2932.469608          5.00                0.00         
CONF1071       -65.025384          ---           -2932.461579       -0.010051        ---         -2932.471630          3.73                0.03         
CONF1073       -65.025371          ---           -2932.462568       -0.008770        ---         -2932.471338          3.91                0.02         
CONF1075       -65.025364          ---           -2932.462684       -0.008766        ---         -2932.471450          3.84                0.02         
CONF1105       -65.025302          ---           -2932.461102       -0.009172        ---         -2932.470274          4.58                0.01         
CONF1115       -65.025282          ---           -2932.462544       -0.009101        ---         -2932.471645          3.72                0.03         
CONF1116       -65.025281          ---           -2932.462552       -0.009093        ---         -2932.471645          3.72                0.03         
CONF1117       -65.025280          ---           -2932.460475       -0.010050        ---         -2932.470525          4.42                0.01         
CONF1127       -65.025257          ---           -2932.464819       -0.007289        ---         -2932.472108          3.43                0.05         
CONF1137       -65.025230          ---           -2932.461774       -0.009676        ---         -2932.471450          3.84                0.02         
CONF1141       -65.025218          ---           -2932.460408       -0.009914        ---         -2932.470322          4.55                0.01         
CONF1151       -65.025182          ---           -2932.460414       -0.009981        ---         -2932.470395          4.50                0.01         
CONF1159       -65.025172          ---           -2932.458701       -0.010557        ---         -2932.469258          5.22                0.00         
CONF1172       -65.025141          ---           -2932.461941       -0.008902        ---         -2932.470843          4.22                0.01         
CONF1176       -65.025134          ---           -2932.460418       -0.010072        ---         -2932.470489          4.44                0.01         
CONF1189       -65.025106          ---           -2932.462124       -0.009204        ---         -2932.471328          3.92                0.02         
CONF1196       -65.025089          ---           -2932.461611       -0.010427        ---         -2932.472037          3.47                0.04         
CONF1197       -65.025087          ---           -2932.460464       -0.011186        ---         -2932.471650          3.72                0.03         
CONF1201       -65.025082          ---           -2932.463214       -0.011770        ---         -2932.474983          1.62                1.00         
CONF1202       -65.025074          ---           -2932.461909       -0.010333        ---         -2932.472242          3.34                0.05         
CONF1211       -65.025043          ---           -2932.461417       -0.010466        ---         -2932.471883          3.57                0.04         
CONF1213       -65.025043          ---           -2932.465731       -0.008284        ---         -2932.474015          2.23                0.36         
CONF1216       -65.025037          ---           -2932.463462       -0.011834        ---         -2932.475296          1.43                1.39         
CONF1218       -65.025034          ---           -2932.464739       -0.007478        ---         -2932.472217          3.36                0.05         
CONF1221       -65.025020          ---           -2932.457404       -0.008628        ---         -2932.466031          7.24                0.00         
CONF1243       -65.024981          ---           -2932.462769       -0.008826        ---         -2932.471595          3.75                0.03         
CONF1244       -65.024978          ---           -2932.462593       -0.010075        ---         -2932.472668          3.08                0.09         
CONF1245       -65.024977          ---           -2932.463452       -0.011807        ---         -2932.475259          1.45                1.34         
CONF1246       -65.024963          ---           -2932.464259       -0.008405        ---         -2932.472664          3.08                0.09         
CONF1248       -65.024961          ---           -2932.461324       -0.009474        ---         -2932.470797          4.25                0.01         
CONF1263       -65.024930          ---           -2932.458838       -0.007468        ---         -2932.466307          7.07                0.00         
CONF1266       -65.024914          ---           -2932.460620       -0.012370        ---         -2932.472991          2.88                0.12         
CONF1282       -65.024877          ---           -2932.465034       -0.007906        ---         -2932.472940          2.91                0.11         
CONF1285       -65.024872          ---           -2932.459065       -0.010086        ---         -2932.469151          5.28                0.00         
CONF1286       -65.024872          ---           -2932.461487       -0.010920        ---         -2932.472406          3.24                0.07         
CONF1287       -65.024871          ---           -2932.461473       -0.010933        ---         -2932.472406          3.24                0.07         
CONF1288       -65.024868          ---           -2932.458942       -0.007836        ---         -2932.466778          6.77                0.00         
CONF1291       -65.024867          ---           -2932.462595       -0.007969        ---         -2932.470564          4.40                0.01         
CONF1298       -65.024851          ---           -2932.461112       -0.009390        ---         -2932.470502          4.44                0.01         
CONF1307       -65.024831          ---           -2932.459996       -0.008088        ---         -2932.468084          5.95                0.00         
CONF1319       -65.024806          ---           -2932.463304       -0.008096        ---         -2932.471400          3.87                0.02         
CONF1325       -65.024799          ---           -2932.463087       -0.010603        ---         -2932.473690          2.44                0.25         
CONF1326       -65.024797          ---           -2932.463091       -0.010560        ---         -2932.473651          2.46                0.24         
CONF1327       -65.024796          ---           -2932.463929       -0.007109        ---         -2932.471038          4.10                0.02         
CONF1328       -65.024794          ---           -2932.463972       -0.007054        ---         -2932.471026          4.11                0.02         
CONF1330       -65.024789          ---           -2932.462857       -0.010649        ---         -2932.473506          2.55                0.21         
CONF1338       -65.024785          ---           -2932.459618       -0.010520        ---         -2932.470137          4.67                0.01         
CONF1339       -65.024780          ---           -2932.463060       -0.010327        ---         -2932.473387          2.63                0.18         
CONF1365       -65.024723          ---           -2932.461163       -0.010983        ---         -2932.472146          3.40                0.05         
CONF1368       -65.024720          ---           -2932.459395       -0.008606        ---         -2932.468001          6.01                0.00         
CONF1392       -65.024662          ---           -2932.462885       -0.012615        ---         -2932.475500          1.30                1.73         
CONF1399       -65.024646          ---           -2932.461026       -0.010490        ---         -2932.471516          3.80                0.03         
CONF1417       -65.024592          ---           -2932.461016       -0.007859        ---         -2932.468874          5.46                0.00         
CONF1422       -65.024585          ---           -2932.461342       -0.009382        ---         -2932.470724          4.30                0.01         
CONF1423       -65.024584          ---           -2932.461193       -0.007879        ---         -2932.469072          5.33                0.00         
CONF1424       -65.024590          ---           -2932.461106       -0.007856        ---         -2932.468962          5.40                0.00         
CONF1436       -65.024565          ---           -2932.462213       -0.010461        ---         -2932.472674          3.07                0.09         
CONF1437       -65.024559          ---           -2932.462370       -0.008249        ---         -2932.470620          4.36                0.01         
CONF1438       -65.024557          ---           -2932.462197       -0.010514        ---         -2932.472711          3.05                0.09         
CONF1439       -65.024558          ---           -2932.458564       -0.009566        ---         -2932.468130          5.92                0.00         
CONF1452       -65.024519          ---           -2932.462036       -0.009190        ---         -2932.471226          3.98                0.02         
CONF1462       -65.024495          ---           -2932.460822       -0.008763        ---         -2932.469584          5.01                0.00         
CONF1465       -65.024494          ---           -2932.463157       -0.010155        ---         -2932.473312          2.67                0.17         
CONF1467       -65.024475          ---           -2932.461504       -0.009727        ---         -2932.471231          3.98                0.02         
CONF1469       -65.024473          ---           -2932.461214       -0.009863        ---         -2932.471077          4.08                0.02         
CONF1472       -65.024463          ---           -2932.460397       -0.010533        ---         -2932.470930          4.17                0.01         
CONF1474       -65.024461          ---           -2932.460379       -0.010550        ---         -2932.470928          4.17                0.01         
CONF1475       -65.024459          ---           -2932.460334       -0.010596        ---         -2932.470930          4.17                0.01         
CONF1477       -65.024512          ---           -2932.464232       -0.009468        ---         -2932.473700          2.43                0.26         
CONF1489       -65.024431          ---           -2932.463995       -0.009506        ---         -2932.473501          2.55                0.21         
CONF1494       -65.024410          ---           -2932.462229       -0.009600        ---         -2932.471829          3.60                0.04         
CONF1495       -65.024408          ---           -2932.464893       -0.008400        ---         -2932.473293          2.69                0.17         
CONF1496       -65.024405          ---           -2932.460128       -0.008182        ---         -2932.468310          5.81                0.00         
CONF1498       -65.024404          ---           -2932.462862       -0.010637        ---         -2932.473499          2.56                0.21         
CONF1500       -65.024400          ---           -2932.459616       -0.010654        ---         -2932.470270          4.58                0.01         
CONF1504       -65.024394          ---           -2932.463751       -0.008608        ---         -2932.472359          3.27                0.06         
CONF1509       -65.024386          ---           -2932.465482       -0.006608        ---         -2932.472090          3.44                0.05         
CONF1517       -65.024348          ---           -2932.460924       -0.007905        ---         -2932.468828          5.49                0.00         
CONF1525       -65.024337          ---           -2932.461129       -0.007670        ---         -2932.468799          5.51                0.00         
CONF1530       -65.024323          ---           -2932.460786       -0.011174        ---         -2932.471960          3.52                0.04         
CONF1531       -65.024323          ---           -2932.464234       -0.009681        ---         -2932.473915          2.29                0.32         
CONF1534       -65.024309          ---           -2932.461323       -0.010191        ---         -2932.471514          3.80                0.03         
CONF1536       -65.024311          ---           -2932.459499       -0.007509        ---         -2932.467008          6.63                0.00         
CONF1538       -65.024304          ---           -2932.459486       -0.009205        ---         -2932.468691          5.57                0.00         
CONF1544       -65.024295          ---           -2932.459342       -0.010744        ---         -2932.470085          4.70                0.01         
CONF1545       -65.024294          ---           -2932.459254       -0.010753        ---         -2932.470007          4.75                0.01         
CONF1546       -65.024294          ---           -2932.461632       -0.009127        ---         -2932.470759          4.28                0.01         
CONF1548       -65.024296          ---           -2932.460389       -0.008639        ---         -2932.469028          5.36                0.00         
CONF1549       -65.024288          ---           -2932.464265       -0.010687        ---         -2932.474952          1.64                0.97         
CONF1551       -65.024281          ---           -2932.459707       -0.009261        ---         -2932.468968          5.40                0.00         
CONF1555       -65.024276          ---           -2932.459455       -0.008572        ---         -2932.468027          5.99                0.00         
CONF1558       -65.024263          ---           -2932.463062       -0.011605        ---         -2932.474667          1.82                0.71         
CONF1571       -65.024231          ---           -2932.459724       -0.011415        ---         -2932.471139          4.04                0.02         
CONF1588       -65.024195          ---           -2932.460781       -0.007851        ---         -2932.468632          5.61                0.00         
CONF1595       -65.024185          ---           -2932.457685       -0.010897        ---         -2932.468582          5.64                0.00         
CONF1600       -65.024173          ---           -2932.462008       -0.008372        ---         -2932.470379          4.51                0.01         
CONF1602       -65.024166          ---           -2932.462258       -0.008152        ---         -2932.470410          4.49                0.01         
CONF1612       -65.024152          ---           -2932.465888       -0.007628        ---         -2932.473516          2.55                0.21         
CONF1613       -65.024155          ---           -2932.461066       -0.008609        ---         -2932.469675          4.96                0.00         
CONF1615       -65.024151          ---           -2932.460178       -0.011847        ---         -2932.472025          3.48                0.04         
CONF1626       -65.024135          ---           -2932.460315       -0.011135        ---         -2932.471450          3.84                0.02         
CONF1630       -65.024118          ---           -2932.461135       -0.009657        ---         -2932.470792          4.25                0.01         
CONF1640       -65.024095          ---           -2932.458453       -0.008425        ---         -2932.466878          6.71                0.00         
CONF1642       -65.024093          ---           -2932.458607       -0.008481        ---         -2932.467087          6.58                0.00         
CONF1646       -65.024083          ---           -2932.465140       -0.010136        ---         -2932.475277          1.44                1.36         
CONF1651       -65.024087          ---           -2932.465954       -0.010356        ---         -2932.476310          0.79                4.08         
CONF1665       -65.024036          ---           -2932.459620       -0.008808        ---         -2932.468428          5.74                0.00         
CONF1668       -65.024028          ---           -2932.460650       -0.007808        ---         -2932.468458          5.72                0.00         
CONF1675       -65.024020          ---           -2932.465211       -0.008981        ---         -2932.474192          2.12                0.43         
CONF1678       -65.024017          ---           -2932.465096       -0.009051        ---         -2932.474147          2.15                0.41         
CONF1686       -65.023998          ---           -2932.462279       -0.006632        ---         -2932.468911          5.43                0.00         
CONF1691       -65.023993          ---           -2932.460401       -0.007075        ---         -2932.467476          6.34                0.00         
CONF1699       -65.023981          ---           -2932.466971       -0.008040        ---         -2932.475011          1.61                1.03         
CONF1703       -65.023977          ---           -2932.461557       -0.010373        ---         -2932.471930          3.54                0.04         
CONF1704       -65.023968          ---           -2932.461084       -0.008124        ---         -2932.469208          5.25                0.00         
CONF1707       -65.024038          ---           -2932.461793       -0.011309        ---         -2932.473102          2.81                0.14         
CONF1766       -65.023812          ---           -2932.463842       -0.011011        ---         -2932.474853          1.71                0.87         
CONF1767       -65.023809          ---           -2932.460024       -0.012175        ---         -2932.472199          3.37                0.05         
CONF1774       -65.023799          ---           -2932.466295       -0.006226        ---         -2932.472521          3.17                0.07         
CONF1790       -65.023761          ---           -2932.462182       -0.009408        ---         -2932.471589          3.75                0.03         
CONF1796       -65.023734          ---           -2932.463497       -0.012746        ---         -2932.476242          0.83                3.79         
CONF1802       -65.023717          ---           -2932.463586       -0.010531        ---         -2932.474117          2.17                0.40         
CONF1804       -65.023712          ---           -2932.462655       -0.008431        ---         -2932.471085          4.07                0.02         
CONF1813       -65.023676          ---           -2932.458330       -0.008367        ---         -2932.466697          6.82                0.00         
CONF1815       -65.023670          ---           -2932.458695       -0.008927        ---         -2932.467622          6.24                0.00         
CONF1820       -65.023659          ---           -2932.463513       -0.011347        ---         -2932.474860          1.70                0.88         
CONF1835       -65.023637          ---           -2932.466451       -0.006501        ---         -2932.472951          2.90                0.12         
CONF1840       -65.023623          ---           -2932.462233       -0.009228        ---         -2932.471461          3.83                0.02         
CONF1843       -65.023640          ---           -2932.460665       -0.008944        ---         -2932.469610          5.00                0.00         
CONF1855       -65.023604          ---           -2932.463845       -0.008649        ---         -2932.472495          3.19                0.07         
CONF1857       -65.023606          ---           -2932.457334       -0.010234        ---         -2932.467568          6.28                0.00         
CONF1865       -65.023580          ---           -2932.463793       -0.008093        ---         -2932.471886          3.57                0.04         
CONF1876       -65.023554          ---           -2932.461589       -0.008899        ---         -2932.470488          4.45                0.01         
CONF1879       -65.023551          ---           -2932.463880       -0.009392        ---         -2932.473273          2.70                0.16         
CONF1883       -65.023541          ---           -2932.462326       -0.007323        ---         -2932.469649          4.97                0.00         
CONF1884       -65.023537          ---           -2932.457268       -0.010299        ---         -2932.467567          6.28                0.00         
CONF1888       -65.023533          ---           -2932.463742       -0.008708        ---         -2932.472451          3.21                0.07         
CONF1899       -65.023512          ---           -2932.461818       -0.009944        ---         -2932.471762          3.65                0.03         
CONF1908       -65.023499          ---           -2932.460861       -0.008335        ---         -2932.469195          5.26                0.00         
CONF1921       -65.023474          ---           -2932.463710       -0.007171        ---         -2932.470881          4.20                0.01         
CONF1922       -65.023473          ---           -2932.463705       -0.007166        ---         -2932.470871          4.21                0.01         
CONF1923       -65.023472          ---           -2932.463545       -0.006787        ---         -2932.470333          4.54                0.01         
CONF1931       -65.023438          ---           -2932.461934       -0.010839        ---         -2932.472773          3.01                0.10         
CONF1932       -65.023437          ---           -2932.461934       -0.010830        ---         -2932.472764          3.02                0.10         
CONF1934       -65.023434          ---           -2932.464181       -0.008108        ---         -2932.472289          3.32                0.06         
CONF1939       -65.023430          ---           -2932.459126       -0.009971        ---         -2932.469098          5.32                0.00         
CONF1940       -65.023424          ---           -2932.461853       -0.010813        ---         -2932.472665          3.08                0.09         
CONF1964       -65.023365          ---           -2932.464682       -0.012381        ---         -2932.477064          0.32                9.06         
CONF1965       -65.023353          ---           -2932.464655       -0.012320        ---         -2932.476974          0.38                8.24         
CONF1967       -65.023351          ---           -2932.463539       -0.007137        ---         -2932.470676          4.33                0.01         
CONF1969       -65.023348          ---           -2932.463472       -0.007143        ---         -2932.470614          4.37                0.01         
CONF1975       -65.023334          ---           -2932.461364       -0.009616        ---         -2932.470981          4.14                0.01         
CONF1987       -65.023298          ---           -2932.461970       -0.010744        ---         -2932.472713          3.05                0.09         
CONF1998       -65.023265          ---           -2932.462888       -0.010096        ---         -2932.472984          2.88                0.12         
CONF2004       -65.023242          ---           -2932.464580       -0.007509        ---         -2932.472089          3.44                0.05         
CONF2010       -65.023231          ---           -2932.463214       -0.008202        ---         -2932.471416          3.86                0.02         
CONF2028       -65.023202          ---           -2932.465590       -0.008662        ---         -2932.474251          2.08                0.46         
CONF2035       -65.023175          ---           -2932.459537       -0.008677        ---         -2932.468214          5.87                0.00         
CONF2042       -65.023161          ---           -2932.456853       -0.008100        ---         -2932.464954          7.92                0.00         
CONF2045       -65.023151          ---           -2932.463204       -0.011586        ---         -2932.474790          1.75                0.81         
CONF2046       -65.023153          ---           -2932.458187       -0.010634        ---         -2932.468821          5.49                0.00         
CONF2063       -65.023109          ---           -2932.457147       -0.006870        ---         -2932.464017          8.51                0.00         
CONF2068       -65.023102          ---           -2932.461834       -0.010462        ---         -2932.472295          3.31                0.06         
CONF2086       -65.023056          ---           -2932.461107       -0.006658        ---         -2932.467765          6.15                0.00         
CONF2089       -65.023037          ---           -2932.460893       -0.006795        ---         -2932.467687          6.20                0.00         
CONF2090       -65.023033          ---           -2932.462599       -0.009599        ---         -2932.472198          3.37                0.05         
CONF2106       -65.022980          ---           -2932.458961       -0.009244        ---         -2932.468206          5.88                0.00         
CONF2107       -65.022971          ---           -2932.464071       -0.011724        ---         -2932.475794          1.12                2.36         
CONF2108       -65.022967          ---           -2932.462148       -0.008426        ---         -2932.470574          4.39                0.01         
CONF2109       -65.022965          ---           -2932.458872       -0.009253        ---         -2932.468126          5.93                0.00         
CONF2114       -65.022950          ---           -2932.463577       -0.009898        ---         -2932.473475          2.57                0.20         
CONF2125       -65.022923          ---           -2932.462160       -0.010572        ---         -2932.472732          3.04                0.09         
CONF2143       -65.022861          ---           -2932.464211       -0.007927        ---         -2932.472139          3.41                0.05         
CONF2145       -65.022900          ---           -2932.464346       -0.008088        ---         -2932.472434          3.22                0.07         
CONF2168       -65.022791          ---           -2932.462266       -0.010701        ---         -2932.472967          2.89                0.12         
CONF2172       -65.022774          ---           -2932.460243       -0.009976        ---         -2932.470219          4.61                0.01         
CONF2173       -65.022771          ---           -2932.460225       -0.009959        ---         -2932.470184          4.64                0.01         
CONF2183       -65.022741          ---           -2932.461551       -0.009750        ---         -2932.471301          3.94                0.02         
CONF2184       -65.022737          ---           -2932.463901       -0.007931        ---         -2932.471832          3.60                0.04         
CONF2189       -65.022731          ---           -2932.462459       -0.012182        ---         -2932.474641          1.84                0.70         
CONF2199       -65.022707          ---           -2932.464820       -0.009092        ---         -2932.473912          2.30                0.32         
CONF2213       -65.022668          ---           -2932.463959       -0.008756        ---         -2932.472714          3.05                0.09         
CONF2216       -65.022658          ---           -2932.464718       -0.007783        ---         -2932.472500          3.18                0.07         
CONF2217       -65.022656          ---           -2932.463631       -0.010418        ---         -2932.474049          2.21                0.37         
CONF2221       -65.022648          ---           -2932.464096       -0.008635        ---         -2932.472731          3.04                0.09         
CONF2222       -65.022667          ---           -2932.463989       -0.008756        ---         -2932.472745          3.03                0.09         
CONF2254       -65.022548          ---           -2932.465418       -0.008759        ---         -2932.474177          2.13                0.43         
CONF2261       -65.022521          ---           -2932.461559       -0.010549        ---         -2932.472107          3.43                0.05         
CONF2273       -65.022469          ---           -2932.465651       -0.007291        ---         -2932.472942          2.91                0.12         
CONF2279       -65.022435          ---           -2932.462871       -0.010626        ---         -2932.473497          2.56                0.21         
CONF2280       -65.022436          ---           -2932.462883       -0.010638        ---         -2932.473520          2.54                0.21         
CONF2281       -65.022435          ---           -2932.462870       -0.010623        ---         -2932.473493          2.56                0.21         
CONF2283       -65.022429          ---           -2932.460593       -0.010789        ---         -2932.471382          3.88                0.02         
CONF2285       -65.022427          ---           -2932.462438       -0.008370        ---         -2932.470808          4.24                0.01         
CONF2287       -65.022422          ---           -2932.465425       -0.005788        ---         -2932.471213          3.99                0.02         
CONF2297       -65.022399          ---           -2932.465551       -0.008137        ---         -2932.473688          2.44                0.25         
CONF2312       -65.022341          ---           -2932.464151       -0.007660        ---         -2932.471811          3.62                0.03         
CONF2320       -65.022314          ---           -2932.464200       -0.008024        ---         -2932.472224          3.36                0.05         
CONF2321       -65.022311          ---           -2932.464251       -0.007981        ---         -2932.472231          3.35                0.05         
CONF2326       -65.022309          ---           -2932.462089       -0.008888        ---         -2932.470976          4.14                0.01         
CONF2349       -65.022241          ---           -2932.460650       -0.008638        ---         -2932.469288          5.20                0.00         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15       -2932.4652622   -2932.4757369     <<==part1==
----------------------------------------------------------------------------------------------------

